issue_key,project_key,project_name,issue_type,status,priority,created,updated,labels,summary,description,acceptance_criteria,comments
CSCI-247,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,12/Aug/25 12:09 PM,13/Aug/25 9:49 AM,,Calculate daily data source sizes,"As a DBA, I want to collect the daily sizes of source data tables for TransactionStorage.","Get the data sizes of transactionStorage tables.

* *Data Collection*
** Retrieve the *daily size (in MB/GB)* of each table in the {{TransactionStorage}} schema.
** Include the following tables at minimum:
{{BranchOrderItems}}
{{BranchOrders}}
{{Store_IncrementalSOHChanges}}
{{Transactions}}
{{Transactions_Invoice}}
* *Row Count Metrics*
** Capture the *average number of rows added daily* for each table listed above.
** Use production environment data for accuracy.
* *Output Format*
** Present the data in a *tabular format* with columns:
{{TableName}}
{{AvgDailyRows}}
{{DailySizeMB}}
** Optionally include a timestamp or date for each data point.
* *Automation*
** The data collection process should be *automated to run daily*.
** Results should be stored or logged in a location accessible to the DBA team (e.g., shared folder, dashboard, or monitoring tool).
* *Validation*
** Ensure the script or process runs successfully for at least *3 consecutive days* without errors.
** Validate that the reported sizes and row counts match actual database metrics.","@user Average no of daily rows added in TransactionStorage tables in Prod and DEV

|TableName|PROD|DEV|
|BranchOrderItems|       569,871|   651,906|
|BranchOrders|          22,503|     24,467|
|Store_IncrementalSOHChanges|   2,617,223|     14,557|
|Transactions|       195,153|   189,938|
|Transactions_Invoice|       504,750|   475,245|"
CSCI-246,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,08/Aug/25 3:08 PM,11/Aug/25 9:16 AM,,UPdating control table to have DIMs and status colour codes,"Enhance the control table by:

* Adding Dimension (DIM) references.
* Implementing status colour codes to visually represent the state of each DIM.

This update aims to improve traceability and provide quick visual cues for data status across the pipeline.","* -control table has DIMS-
* -Colour codes implemented-",cc @user
CSCI-245,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,06/Aug/25 4:31 PM,12/Sep/25 6:14 PM,,Enable developer access to snowflake via Privatelink,"Enable developer access to snowflake via Privatelink - via browser 

User story:

* As a snowflake person (not service) user, I want to access snowflake via Privatelink so that it is accessible and secure (confirming to security requirements).

@user - Below are the key action items as identified by Eugene for us as next steps.

Details are [here|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_wiki/wikis/Enterprise-Data-Platform-Implementation.wiki/5145/Developer-Access?anchor=**developer-access-to-snowflake-via-azure-privatelink**]

Can you please help us engage with Cloud team and raise a servicenow ticket.

cc @user 

*Key action items* 

* On-Premise DNS Resolution for [privatelink.snowflakecomputing.com|http://privatelink.snowflakecomputing.com]
* Configure firewalls (On-Prem, Azure) as follows

* On-Prem Network for developers → Snowflake VNet *(servnicenow ticket)*
* VDI / Jumpbox network → Snowflake VNet *(servicenow tickets)*
** *how many jumpboxes* we need?
** *What are the things we need?*
* VPN Network for developers → Snowflake VNet (servicenow ticket)
** QoS? - traffic prioritisation
** What tools are involved.
** CW - Palo Alto GlobalProtect.
* Note:
** Ports to be allowed: 443, 80, 1433
* Configure VDI / Jumbox images to pre-install tools defined above
* Create Development VMs in Snowflake Subscription","* On-Premise DNS Resolution for [privatelink.snowflakecomputing.com|http://privatelink.snowflakecomputing.com/]
* Access snowflake via [https://app.snowflake.com/cw/au/#/homepage|https://app.snowflake.com/cw/au/#/homepage] after infrastructure changes.
* Test cases
** Access on premises (office network)
** Access off premises
*** (fail path) access with no VPN
*** Access via GlobalProtect (CW)
*** Access via Sigma VPN
** Access via PBI
*","@usercan you please check with CK where we are? As CK doesn't attend the stand-up, maybe this item should be under Eugene?

Update from CK - this is still in progress.

Hey @user - would you like me to create separate tickets for this to reflect the work required for this?
Or would you like to keep everything in this ticket?

I’ll assign this ticket to you - let me know how you would like to structure/manage this ticket.

Thank you.

Caught up with @user

Updated ticket and indicated which parts need servicenow tickets

Updated AC with light test case.

cc @user @user

Issue split into:
|CSCI-431|Enable developer access to snowflake via Privatelink |"
CSCI-244,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,06/Aug/25 9:43 AM,11/Aug/25 8:56 AM,,Understanding current architecture,"As an engineer - I would like to receive the current in future state of architecture so that I know what type of work I need to create and where my work is going towards (i.e. a goal)

Key areas:

* DLA
* @user - I might need your help to fill the rest of this out","* -receive documentation about the current architecture-
** -receive documentation about architecture we are working towards-
* Ask relevant questions about where we currently are at to fill knowledge gaps
* Able to apply professional knowledge and opinion on current work
* Able to leverage architecture knowledge to create own Jira tasks with acceptance criteria levera","@useryou may be able to help on this
I think some parts of this we can already tick off

@user I’ve ticked some of the above off. In saying that of course you can ask for further info where needed.

LMK if you require further assistance"
CSCI-243,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,06/Aug/25 9:34 AM,30/Aug/25 3:12 PM,,Understanding current architecture,"As an engineer - I would like to receive the current in future state of architecture so that I know what type of work I need to create and where my work is going towards (i.e. a goal)

Key areas:

* DLA
* @user - I might need your help to fill the rest of this out","* -receive documentation about the current architecture - now reviewing-
** receive documentation about architecture we are working towards
* Ask relevant questions about where we currently are at to fill knowledge gaps
* Able to apply professional knowledge and opinion on current work
* Able to leverage architecture knowledge to create own Jira tasks with acceptance criteria levera","@useryou may be able to help on this
I think some parts of this we can already tick off

Much of these we have covered yesterday in the office. @user pls reach out if you have any question. 

FYI @user

@user I think we can tick some of the above off. In saying that of course you can ask for further info where needed.

LMK if you require further assistance

Phil

Hi @user, Currently going through the Documentation from altis for DLA and walkthroughs provided by Chloe. Yesterday, got few questions clarified. Let’s keep this till today as we have adf walkthrough scheduled.

Issue split into:
|CSCI-374|Understanding current architecture - please fill out coverage |"
CSCI-242,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,06/Aug/25 9:28 AM,07/Aug/25 11:33 AM,,removing duplicates from CUSTINVOICETRANS,"I have created this ticket in lieu of data quality checks @user 

I may need more details - will ask during standup 6/8",* Duplicates are removed from CUSTINVOICETRANS table,"Getting the below SQL access error

SQL access control error:

{noformat}Insufficient privileges to operate on table 'CUSTINVOICETRANS'{noformat}

@user I am assign to OPS_DEV_RO read only role. Please grant delete permission for this table.

Duplicates removed from the CUSTINVOICETRANS Table.

There is no straight forward delete as this table does not have any unique column to identify the delete and snowflake does not support rownum, cte and qualify for deleting duplicates without unique column. Used the below workaround to achieve this.

Actions Taken: -

* Created CUSTINVOICETRANS_DuplicatesRemoved with distinct records.
* Renamed CUSTINVOICETRANS to CUSTINVOICETRANS_Backup.
* Renamed the new table to CUSTINVOICETRANS.

Scripts:-

Create table CUSTINVOICETRANS_DuplicatesRemoved as
SELECT ASSETBOOKID,ASSETID,BILLINGCODE,COMMISSAMOUNTCUR,COMMISSAMOUNTMST,COMMISSCALC,COUNTRYREGIONOFSHIPMENT,CREATEDBY,CREATEDDATETIME,CURRENCYCODE,CUSTINVOICELINEIDREF,CUSTOMERLINENUM,DATAAREAID,DEFAULTDIMENSION,DELIVERYPOSTALADDRESS,DELIVERYTYPE,DEL_CREATEDTIME,DISCAMOUNT,DISCPERCENT,DLVDATE,EINVOICEACCOUNTCODE,EXTERNALITEMID,INTERCOMPANYINVENTTRANSID,INTRASTATDISPATCHID,INTRASTATFULFILLMENTDATE_HU,INVENTDIMID,INVENTQTY,INVENTREFID,INVENTREFTRANSID,INVENTREFTYPE,INVENTTRANSID,INVOICEDATE,INVOICEID,ITEMCODEID,ITEMID,LEDGERDIMENSION,LINEAMOUNT,LINEAMOUNTMST,LINEAMOUNTTAX,LINEAMOUNTTAXMST,LINEDISC,LINEHEADER,LINENUM,LINEPERCENT,MCRDELIVERYNAME,MCRDLVMODE,MODIFIEDDATETIME,MULTILNDISC,MULTILNPERCENT,NAME,NGPCODESTABLE_FR,NUMBERSEQUENCEGROUP,OLAPCOSTVALUE,ORDERLINEREFERENCE_NO,ORIGCOUNTRYREGIONID,ORIGSALESID,ORIGSTATE,PARENTRECID,PARTDELIVERY,PARTITION,PDSCWQTY,PDSCWQTYPHYSICAL,PDSCWREMAIN,PORT,PRICEUNIT,QTY,QTYPHYSICAL,REASONREFRECID,RECID,RECVERSION,REMAIN,REMAINBEFORE,RETAILCATEGORY,RETURNARRIVALDATE,RETURNCLOSEDDATE,RETURNDISPOSITIONCODEID,REVERSECHARGEAPPLIES_UK,REVERSEDRECID,SALESCATEGORY,SALESGROUP,SALESID,SALESMARKUP,SALESPRICE,SALESUNIT,SOURCEDOCUMENTLINE,STATLINEAMOUNTMST,STATPROCID,STOCKEDPRODUCT,SUMLINEDISC,SUMLINEDISCMST,TAXAMOUNT,TAXAMOUNTMST,TAXAUTOGENERATED,TAXGROUP,TAXITEMGROUP,TAXWITHHOLDGROUP_TH,TAXWITHHOLDITEMGROUPHEADING_TH,TAXWRITECODE,TRANSACTIONCODE,TRANSPORT,WEIGHT,ETL_FILE_NAME,ETL_ROW_DELETED_FLAG,ETL_INSERT_AUDIT_KEY,ETL_UPDATE_AUDIT_KEY,ETL_ROW_EFFECTIVE_DATE,ETL_ROW_EXPIRY_DATE,ETL_ROW_CURRENT_FLAG,ETL_INSERT_DATETIME,ETL_UPDATE_DATETIME,ETL_INSERT_JOB_NAME,ETL_UPDATE_JOB_NAME
FROM (
 SELECT *,
 ROW_NUMBER() OVER (PARTITION BY RECID ORDER BY RECID) AS rn
 FROM CUSTINVOICETRANS
) AS check_dups
WHERE rn = 1;

ALTER TABLE EDP_DEV.STG_SCAX2012.CUSTINVOICETRANS RENAME TO EDP_DEV.STG_SCAX2012.CUSTINVOICETRANS_BACKUP070825

ALTER TABLE EDP_DEV.STG_SCAX2012.CUSTINVOICETRANS_DuplicatesRemoved RENAME TO EDP_DEV.STG_SCAX2012.CUSTINVOICETRANS"
CSCI-241,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,05/Aug/25 5:17 PM,15/Aug/25 4:38 PM,,Source to target Facts - Fact_Store_Inventory,"This task involves mapping out target fact tables using the source-to-target sheet, with a focus on the key facts outlined in the acceptance criteria. The main fact tables to be addressed include:

* {{Fact_Store_Inventory_Intra}}
* {{Fact_Store_Inventory_Adjustment}}
* {{Fact_Store_Inventory_Snapshot}}

These tables are listed as Priority 1 and Priority 2 in the control table and are critical for meeting the acceptance criteria. The goal is to ensure accurate and complete mapping from source to target for these facts.","Priority 1 and Priority 2 Fact tables on control table will be mapped

* Fact_Store_Inventory_Intra
* Fact_Store_Inventory_Adjustment
* Fact_Store_Inventory_Snapshot","Note - not a daily snapshot - just movement

Going thru logic i.e. filtration.
Will take longer time

Fact_Store_Inventory_snapshot and Fact_Store_Inventory_Intra

ETL Logic onPrem. 

Step 1: 

Insert into Staging : 

{noformat}select rn=row_number() over (partition by DateStampDayOnly, MyCHemID, OriginBranchID order by DateStamp desc, RecordID desc)
 ,*
 ,1 as isPlaceholder
 from Fact_Store_IncrementalSOHChanges
 where DateStamp >= ""PreviousDate"" and DateStamp < ""CurrentDate""
 ) dt2
 where rn = 1 {noformat}

Insert into the new data from source which is only housing data changes 

{noformat}insert Into Staging 
select 
 RecordID, MychemID, AvgRealCost, SOH, DateStamp
 , coalesce(ChangeType, 26) as ChangeType -- set null ChangeType to SOH Import
 , coalesce(SOHChange, 0) as SOHChange
 , StaffID, RealCost, ExpectedSales, OriginBranchID, DateStampDayOnly
 , 0 as SOH_Last
 , 0 as ExpectedSales_Last
 , 0 as LineNumber
 , DateStamp as DateStampOriginal
 , 0 as isPlaceholder
 , hasExcessiveValue
from 
 Store_IncrementalSOHChanges
where 
 DateStamp >= ""currentDate"" and 
 DateStamp < ""nextDate"" and
 RecordID > ""maxRecordID"" {noformat}

Then It Self joins and deletes all records where isPlaceholder = 1 and has a record in the second join where the isPlaceholder = 0

{noformat}delete Staging 
from
(
 select nr.OriginBranchID, nr.MyCHemID
 from Staging nr
 where 
 nr.isPlaceholder = 0
 and nr.DateStamp >= @currentDate
 and nr.DateStamp < @nextDate 

) dt
where 
 Staging.isPlaceholder = 1
 and Staging.DateStamp >= ""currentDate""
 and Staging.DateStamp < ""nextDate""
 and Staging.OriginBranchID = dt.OriginBranchID
 and Staging.MychemID = dt.MychemID{noformat}

this ensures that we will have one record for every ChemID , for every Store fore everyday. 

The ETL for this table must be really thought through as it can get quite resource hungry."
CSCI-239,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,05/Aug/25 2:24 PM,08/Oct/25 11:15 AM,,MergeCo Conformed Reporting - Test PBI Dashboard,,,
CSCI-238,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,05/Aug/25 2:24 PM,08/Oct/25 11:15 AM,,MergeCo Conformed Reporting - Develop PBI Dashboard,,,"@user

Currently blocked as unable to proceed further in development.

Currently awaiting on access from [https://sigmahealthcare.atlassian.net/browse/CSCI-288|https://sigmahealthcare.atlassian.net/browse/CSCI-288] to be unblocked before continuing further.

I wasn’t really too sure how much work was actually spent here @user before it got blocked - so I moved this task rather than splitting it.

@user 1 day"
CSCI-237,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,05/Aug/25 2:23 PM,08/Oct/25 11:15 AM,,MergeCo Conformed Reporting - Combine Facts and Dims from CW + Sigma,,,
CSCI-236,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,05/Aug/25 2:23 PM,12/Sep/25 2:33 PM,,MergeCo Conformed Reporting - Pull Data from Sigma to CW SF Tenancy,"Copy over from Sigma the below KPIs:

* Inventory
** *SOH* (Units + $)
*** Stock on Hand
** *DOI*
*** Days of Inventory
**** Avg SOH $ / avg Daily Sales $ at Cost (last 12 weeks)
* Outbound Performance
** *ATP*%
*** Available to Promise
**** Confirmed / Ordered
** *DIF*%
*** Invoiced / Confirmed
** *Cust(Customer) Impact* (% + $)
*** Invoiced / Ordered
** *DOT*%
*** Qty Units Dispatched in 24 hrs / Qty Units Dispatched

Grain:

* High-level: Per DC, Per Day","need to build queries on sigma side for mergeco KPI reporting view.

# *Data Accuracy*:
#* Ensure all KPIs copied from Sigma are accurate and match the source data.
#* Verify that the values for SOH, DOI, ATP%, DIF%, Cust Impact, and DOT% are correctly reflected.
# *KPI Completeness*:
#* All attriubutes are exist to compute the KPIs:
#** Inventory: SOH (Units + $), DOI
#** Outbound Performance: ATP%, DIF%, Cust Impact (% + $), DOT%
# *Calculation Verification*:
#* Confirm that the calculations for Avg SOH $ and avg Daily Sales $ at Cost for DOI are performed correctly based on the last 12 weeks of data.
# *Documentation*:
#* Provide documentation outlining the data sources, calculations, and any assumptions made during the data pull process.
# *User Acceptance Testing (UAT)*:
#* Conduct UAT with end-users to ensure the report meets their needs and expectations.
#* Can also be done by cross check with existing KPI report","Per DC per day all attribute used to calculate the KPIs

@user - Try this

[^3PL Phase 2 Internal Report.pbix]

[^colorTheme.json]

Raw script

{noformat}SELECT kpi.""Date_Key"",
 dd.""Full Date"",
 dd.""Day Month Year (DD/MM/YYYY)"",
 ""Day Indicator"",
 ""Month Indicator"",
 ""Year Indicator"",
 kpi_attr.""Plant_Code"",
 kpi_attr.""Plant_Name"",
 -- SOH qty and $
 SUM(IFF(kpi_def.""System_Name"" = 'SOHDollar', kpi.""Value_Current_Numerator"", 0)) AS ""SOH_amt"",
 SUM(IFF(kpi_def.""System_Name"" = 'SOHQty', kpi.""Value_Current_Numerator"", 0)) AS ""SOH_Qty"",
 -- DOI TO REVIEW
 SUM(IFF(kpi_def.""System_Name"" = 'VPRSDollar', kpi.""Value_Current_Numerator"", 0)) as ""VPRS$"",
 --ATP%
 DIV0(SUM(IFF(kpi_def.""System_Name"" = 'ATP', kpi.""Value_Current_Numerator"", 0)),
 SUM(IFF(kpi_def.""System_Name"" = 'ATP', kpi.""Value_Current_Denominator"", 0))) AS ""ATP"",
 --DIF%
 DIV0(SUM(IFF(kpi_def.""System_Name"" = 'DIF', kpi.""Value_Current_Numerator"", 0)),
 SUM(IFF(kpi_def.""System_Name"" = 'DIF', kpi.""Value_Current_Denominator"", 0))) AS ""DIF"",
 --Cust Impact$,%
 DIV0(SUM(IFF(kpi_def.""System_Name"" = 'CustImpactPercentage', kpi.""Value_Current_Numerator"", 0)),
 SUM(IFF(kpi_def.""System_Name"" = 'CustImpactPercentage', kpi.""Value_Current_Denominator"",
 0))) AS ""CustImpact%"",
 SUM(IFF(kpi_def.""System_Name"" = 'CustImpactDollar', kpi.""Value_Current_Numerator"",
 0)) AS ""CustImpact$"",
 --DOT %
 DIV0(SUM(IFF(kpi_def.""System_Name"" = 'DOT', kpi.""Value_Current_Numerator"", 0)),
 SUM(IFF(kpi_def.""System_Name"" = 'DOT', kpi.""Value_Current_Denominator"", 0))) AS ""DOT%"",
--Others
 SUM(IFF(kpi_def.""System_Name"" = 'OrderQty', kpi.""Value_Current_Numerator"", 0)) AS ""OrderQty"",
 SUM(IFF(kpi_def.""System_Name"" = 'ConfirmedOrderQty', kpi.""Value_Current_Numerator"",
 0)) AS ""ConfirmedOrderQty"",
 SUM(IFF(kpi_def.""System_Name"" = 'InvoiceQty', kpi.""Value_Current_Numerator"",
 0)) AS ""InvoiceQty""
FROM EDP_PROD.PRES.""Fact_KPI_Summary"" kpi
 INNER JOIN
 pres.""Dim_KPI_Attribute"" kpi_attr ON kpi.""KPI_Attribute_Key"" = kpi_attr.""KPI_Attribute_Key""
 INNER JOIN
 pres.""Dim_KPI_Definition"" kpi_def ON kpi.""KPI_Definition_Key"" = kpi_def.""KPI_Definition_Key""
 INNER JOIN pres.""Dim_Date_VW"" dd on kpi.""Date_Key"" = dd.""Date Key""
WHERE 0 = 0
 AND kpi_attr.""Material_Group_1_Code"" NOT IN ('MED', 'UKN', 'N/A')
GROUP BY kpi.""Date_Key"", dd.""Full Date"",
 kpi_attr.""Plant_Code"",
 kpi_attr.""Plant_Code"", kpi_attr.""Plant_Name"", dd.""Day Month Year (DD/MM/YYYY)"", ""Day Indicator"",
 ""Month Indicator"", ""Year Indicator""

{noformat}

Next:

Review DOI logic & build test case

Test Cases - WIP (Will need to add more cases?)

# Figure to match current Sigma KPI report

{code:python}(
'1201',
'20250903',
[
 (""SOH_amt"",97867067.1,DecimalType()),
 (""OrderQty"",364891,IntegerType()),
 ('ConfirmedOrderQty',325137,IntegerType()),
 ('InvoiceQty',319391,IntegerType()),
 (""DIF%"",0.9823,DecimalType()),
 ( ""CustImpact$"",705547.99,DecimalType()),
 (""CustImpact%"",0.8753,DecimalType()),
 (""DOT%"",1.00,DecimalType())
]
)
]{code}

[^test_sigdatashare.py]

Hey @user ,

I ran the testing script and is align with sigma’s KPI report

The only attribute that is not directly pulled is DOI as it would be easier to calculate the 12 week avg in PBI → i.e. SOH$/VPRS$(12 week avg)

Do you wanna give it a good and see that align what you need? Then i will adjust base on that

@user Hi Han!

As discussed this looks great 🙂 I will speak to Harrison about looking to see if we want to include the product level in this view. As well as getting him to enable datasharing of this to our CW SF tenancy.

Will mark this ticket as done 🙂 

Cheers!

Just note for self

if we wanna bring in product grain need to

update {{DIM_KPI_ATTRIBUTE}} worker view → Currently we have Dim_product info hence just need to add the column"
CSCI-235,CSCI,CW Cloud Data Platform Interim Solution,Story,Done,Medium,05/Aug/25 8:44 AM,20/Nov/25 8:44 AM,,Source-To-Target-Mapping for DIMS - Core Master Data,"h3. *Objective*

To establish a comprehensive Source-To-Target Mapping (STTM) for key Core Master Data dimensions that will be used in the Control Table and downstream data processes. This mapping will serve as a foundational reference for data ingestion, transformation, and reporting within the Supply Chain domain.

h3. *Description*

This task involves identifying and documenting the source and target structures for the following core Master Data dimensions:

*Core Master Data*

* Product
* DC/Warehouse/Plant
* Store
* Manhattan Warehouse Location (What Grain? The Bin?)
* Supplier
* Manufacturer
* Product-Plant (SKU)
* Date
* Batch (Product Batch)

The mapping should include:

* Source system and table details
* Target schema and table structure
* Transformation logic (if applicable)
* Grain and SCD (Slowly Changing Dimension) policies for each dimension ( Confirmed? @user )

* confirmed that SCD policy is needed for each dimension","* Mapping is completed and reviewed for all listed dimensions
* -[STTM document|https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/_layouts/15/Doc.aspx?sourcedoc=%7B91FDEF3E-FF68-4F5F-B7D9-135BB7C90FC8%7D&file=Source-To-Target-Mapping%20(STTM).xlsx&nav=MTVfe0JERjIzNjcyLTdEQzgtNENDQS1CMDYxLUE0NzkzQUMxNTNGM30&action=default&mobileredirect=true] updated with Dims-
* Mapping Completed for these DIMs
** -Product (to be reviewed)-
** DC/Warehouse/Plant
** -Store (to be reviewed)-
** Manhattan Warehouse Location (What Grain? The Bin?)
** Supplier
** Manufacturer
** Product-Plant (SKU)
** Date
** Batch (Product Batch)","Hey @user , @user , @user ,

Can you review and suggest any other core Master Data elements we should include in this ticket for initial core master Data?

@user can you create sample DIM in STTM document and add all DIMs to Control Table?

Thanks,

Harrison

@user thanks Harrison, these look great 🙂 

Only thing I think is missing is a Date dim 🗓️

@user 

haha Im an idiot, good point

Dim_Store and Dim_Product mapping is completed

@user @user Can you review it please

Will split this card to separate tickets and retire this card. 

Will link cards

Converted to story, linked all cards, and removed from backlog to reduce noise

@user @user @user"
CSCI-230,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,04/Aug/25 6:46 AM,14/Aug/25 11:37 AM,,PowerBI - Infrastructure /gateway setup - review,,"Checking if the below setup aligns to connection needs.

# *Connection Availability*
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""Two Power BI connections are available in Fabric:""}],""attrs"":{""localId"":""455a3c43-7f3a-4fa2-b526-d6e824179873"",""state"":""TODO""}}],""attrs"":{""localId"":""2c1368f5-d548-4845-bb95-7855192fb70c""}}
{adf}
#* {{SF_S_POWERBI_DEV}} (On-Premise Data Gateway)
#* {{SF_S_POWERBI_DEV_VGW}} (VNet Data Gateway)
# *Access Permissions*
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""The Azure group ""},{""type"":""text"",""text"":""Azure-Permissions-dev-edp-aus-Contributor"",""marks"":[{""type"":""code""}]},{""type"":""text"",""text"":"" has access to both connections.""}],""attrs"":{""localId"":""eb67f980-c57b-4fb1-95ad-8d98f3bc1b73"",""state"":""TODO""}}],""attrs"":{""localId"":""3f813f8b-704e-46e0-b564-8e9b0cab0748""}}
{adf}
# *Compute Management for On-Premise Gateway*
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""When using ""},{""type"":""text"",""text"":""SF_S_POWERBI_DEV"",""marks"":[{""type"":""code""}]},{""type"":""text"",""text"":"", the VM ""},{""type"":""text"",""text"":""cwr-ase-edpdatagateway-dev-vm-01"",""marks"":[{""type"":""code""}]},{""type"":""text"",""text"":"" must be started in Azure.""}],""attrs"":{""localId"":""1508f1e3-d3c5-4200-984c-eac7ddf2f787"",""state"":""TODO""}},{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""After usage, the VM must be stopped to reduce cost.""}],""attrs"":{""localId"":""55934423-95d3-4ed3-984c-2ce9d40ec550"",""state"":""TODO""}}],""attrs"":{""localId"":""b1828406-1e16-4fd0-9d61-b7fe195d2117""}}
{adf}
# *Compute Management for VNet Gateway*

* When using {{SF_S_POWERBI_DEV_VGW}}, the Fabric capacity {{cwraseedpdevfc}} must be resumed.
* After usage, the capacity must be paused to save cost.

# *Trial Capacity Option*
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""The VNet Data Gateway ""},{""type"":""text"",""text"":""cwr-ase-edp-dev-vdgw"",""marks"":[{""type"":""code""}]},{""type"":""text"",""text"":"" can optionally be assigned to a Trial Capacity.""}],""attrs"":{""localId"":""8f87142b-75dd-4bae-b49f-f310272f43bf"",""state"":""TODO""}}],""attrs"":{""localId"":""10f6f76d-e77f-4a61-be43-c42152915315""}}
{adf}",
CSCI-225,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,04/Aug/25 6:22 AM,14/Aug/25 11:37 AM,,Team Access to SF via PrivateLink Setup - Review,"This card is a review card in relation to [https://sigmahealthcare.atlassian.net/browse/CSCI-199|https://sigmahealthcare.atlassian.net/browse/CSCI-199] 

Work has already been done for this card.","* -Work for Team access to privatelink has been reviewed and passed-
** -A clear decision is made on how to organize team access to Snowflake via PrivateLink.-
** -Documentation of the current and proposed access methods for both SIGMA and CW.-
** -Identification of any blockers or dependencies.-
** -Agreement on next steps and responsible parties.-","To check if there is a Jira ticket for Developer Access/ VDI for Snowflake log in @user. If there isnt, create a new one. Story points: 3."
CSCI-223,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,04/Aug/25 6:02 AM,11/Aug/25 3:24 PM,,Adeel - On-prem DEV/PROD Database Environment Sync - part 2,"Background

{quote}Following a review of the on-prem DEV and PROD environments for key databases (StockDB, SCAX2012, ILS, TransactionStorage), discrepancies were identified in schema alignment and data volume. Adeel Syed provided a detailed comparison, highlighting schema mismatches in StockDB and data size differences in TransactionStorage and ILS.

Notably, SCAX2012 was recently refreshed and is up-to-date.

@user has proposed a prioritised refresh plan to align DEV with PROD, particularly to support accurate modelling and pipeline validation in Snowflake environments.

Rachel Wan confirmed that DEV environments are refreshed only upon request and are not automatically synced with PROD.

*Summary of Findings:*

* *SCAX2012*: Recently refreshed (11 July 2025) – no further action required.
* *StockDB*: Schema drift identified across 7 tables (refer to _SchemaCompare.docx_) – refresh required to align DEV with PROD.
* *TransactionStorage*: DEV has more records than PROD due to regular archiving in PROD (not duplication). Tables archived include:
** {{BranchOrderItems}}, {{BranchOrders}}, {{Store_IncrementalSOHChanges}}, {{Transactions}}, {{Transactions_Invoice}}
** {{Shipment_detail}}, {{Shipment_header}}
* *ILS*: Data size gaps observed – refresh recommended but not urgent.

*Proposed Refresh Priority:*

# *StockDB* – to resolve schema mismatches.
# *TransactionStorage* – to align data volume and ensure DEV reflects current PROD state.
# *ILS* – to be scheduled after the above.{quote}","*StockDB refresh*

* -NA - due to dev work from other project this DB (@user you may need to help me elaborate on this)-

*TransactionStorage refresh:*

* -TransactionStorage Restore complete-
* @user I’ll need help creating further points from here.

*ILS refresh:*

* -Clarify risks that are associated with ILS refresh-","how soon do we need ILS refresh?
 - TBD @user

Will not proceeed with ILS refresh @user @user"
